4;"WedDings  Rings and Going down the aisle --&gt;" WEDRINGO "
4;"i need a vacation "
4;"@mrs_mcsupergirl Not spam- you got your own folder  &amp;" I emailed you a response to your DMs cos you know me with the blah blah blah"
4;"developed a new love for hot sauce "
4;"Or Jillian style: @mrsfrema , Shred is about no excuses...now get in that gym and sweat!  *flexes and poses like a badass*    #shredheads"
4;"Oh jesus. Really happy over something terribly small "
4;"@sajego Ah, sounds like an evening of serenity.  "
4;"@bowwow614 heya big fan  hows you?? x"
4;"i've got twitter on one half of my screen, and the episode ready on the other half. i'm all set  #chuckmemondays #chuck"
4;"@amsiebee Duly Noted!  "
4;"@Mileygirl12 Awesome! America is my favorite country! I love the accents you guys have! "
4;"Wow! This is my first tweet with my new cell phone! "
4;"@DIBSDaily Chris Pine! "
4;"@ellabella3333 heyy ellyn! i got twitter "
4;"@SirBarley Yup, frisbeeee! Doesn't that take your mind away from beagle races? Does me! I can leap 3 feet in the air to catch 'em! "
4;"have a very nice evening guys, xoxo from Mexico "
4;"Best ever ending to a Greek episode, let alone season. This is the greatest show EVER "
4;"@exchaos05 thanks ya rif, doain gw yaaa "
4;"it is almost 2:00 and I am wide awake "
4;"in case you missed Bizarre Foods Puerto Rico is starting now at 9pm @ the Travel Channel - I. on the show "
4;"@SadeXposed thankies "
4;"here comes number 12. "
4;"watching grey's antatomy re-runs "
4;"@brittanauta I'm in!! Yet another reason for me to get a new job "
4;"jumpsuits are in this summer...but i still can't bring myself to rock them! like aladdin pants! i think i'll stick to my safari shorts "
4;"@xshaboom hahah thats cute! "
4;"@jendeweerd Yes, I meant cardigan.  Thanks!"
4;"Book 8 of love at stake is coming out march 2010 starring robbie mckay "
4;"huh your face Marly  hey marly!!!!"
4;"@digihal Yes, I downloaded the latest version the day before yesterday. "
4;"Hmm, thinking about watching a good Roger and Hammerstein movie, like Oklahoma or Carousel "
4;"@hardcoremiles  i was listening to that song miley!!!!"
4;"@LadyNeuro Captain America is coming back you don't know him but I'm happy now.  @Supearlative5 you got the itis huh?"
4;"Ainda novato no twitter. Acho que vou ficar no Street Fighter mesmo. "
4;"@ASIANJUL check my flickr!!! I uploaded new pics "
4;"@kevwilliamson Severed head! It's never been done before in a Scream movie. "
4;"@sanDORKs hha yeah she told me that too  i wonder what her name is !"
4;"@Misskay86 oh man!! I'm so ready for bed!! LOL I'm thinking bubblies are needed to celebrate the first night in d's apartment!! "
4;"@RealAudreyKitch Cold bath? "
4;"@frothie51 thank you  I hope I do too hope your day is going better then mine lol"
4;"@Scythe137 hahaha YOU HAVE NO CHOICE! you must continue the game! "
4;"@lancejmayhew I assume you went with the Red Hots...     (we aren't open on Mondays....)"
4;"Sour skittles make me happy "
4;"Finally done my patio!  I'm pro at life now XD"
4;"@mnrmg hmm, depends on who it is "
4;"@joystiq Because I love you and I am remodeling my kitchen and keep missing codes, can I just have one?  I will give you hugs!"
4;"A woman and her daughter at the pet store, whom I had never met before in my life, informed me that I am awesome.  My week is set.  "
4;"damn its hot out here!!! Im so glad I got a pool to hangout at on my days off from work "
4;"@skinnylatte A good breakfast is prize enough. Seriously "
4;"@mileycyrus we're making progress together "
4;"#makemovesMonday: Shout outs to all that be makin moves "
4;"@jonasbrothers dear nick jonas, please teach me how to play the glockenspiel. that is just about the coolest instrument name ever. "
4;"@marcroberge hey marc. my friends and i saw you in saint louis. were drivin up to chicago to see you friday. please play get away "
4;"http://twitpic.com/7idfk  what an amazing drive home "
4;"Ugh listening to LL Cool J &quot;"hey lover&quot;" he always gets me smiling from ear to ear w/ this song and swinging my hips from side to side  sexy"
4;"@uhitsshanon I'M SO IN! lol "
4;"@HayleyyFitch OH snap! yes that was what i was thinking lmfao  along with i'm full, oh this sprite is yummy and shit i'm failing my final."
4;"@rebyj My kid's dad met their mother when she served him coffee every day at his fave restaurant. She hated him. Ended up marrying him. "
4;"puttin new songs that @Popsyorl gave me on my ipod! "
4;"eating a cheezburger "
4;"@sunflower1386 yes you are definitely nesting! hey at least you have some energy "
4;"Scanning atharis commission, and prepping it to send to him! Lets hope he likes it!  , I think its super cute!"
4;"@flowershoes You're most welcome! Have a fabulous day! "
4;"@kirstiealley  lmao guess they are not ready to get fit...just have one "
4;"@tincanorange Hope it's been good. "
4;"P.S. I love you was really cute.  you should watch it "
4;"@nickiminaj your so talented! and beautiful! I'm a big fan.. Beam me up! "
4;"@spinalcracker lmao I put that quote in my profile, and stuck it to my bedroom wall - it always makes me LOL "
4;"@DisneyDean - it definitely is ! I'm hooked. "
4;"Eating My Gingerbread cookies &amp;" Watching Charm School "
